"tool_final","Orthogroup","Ambrosia","Non_Ambrosia","NumberGenes"
"Peptidases","N0.HOG0004418",0,1,435
"Peptidases","N0.HOG0004419",0,4,95
"Peptidases","N0.HOG0004422",1,0,72
"Peptidases","N0.HOG0004441",1,1,385
"Peptidases","N0.HOG0004442",0,2,676
"Peptidases","N0.HOG0004447",0,1,435
"Peptidases","N0.HOG0004454",1,1,385
"Peptidases","N0.HOG0004456",0,1,435
"Peptidases","N0.HOG0004459",1,1,385
"Peptidases","N0.HOG0004469",0,13,7
"Peptidases","N0.HOG0004473",1,1,385
"Peptidases","N0.HOG0004481",1,1,385
"Peptidases","N0.HOG0004485",0,2,676
"Peptidases","N0.HOG0004495",3,4,9
"Peptidases","N0.HOG0004498",0,2,676
"Peptidases","N0.HOG0004499",1,1,385
"Peptidases","N0.HOG0004501",1,1,385
"Peptidases","N0.HOG0004502",1,1,385
"Peptidases","N0.HOG0004503",3,5,2
"Peptidases","N0.HOG0004507",2,0,383
"Peptidases","N0.HOG0004512",1.5,1,27
"Peptidases","N0.HOG0004526",1,1,385
"Peptidases","N0.HOG0004527",0,2,676
"Peptidases","N0.HOG0004535",0,2,676
"Peptidases","N0.HOG0004539",1,1,385
"Peptidases","N0.HOG0004540",0,1,435
"Peptidases","N0.HOG0004546",2.5,3,1
"Peptidases","N0.HOG0004547",0,2,676
"Peptidases","N0.HOG0004549",1,1,385
"Peptidases","N0.HOG0004550",0,2,676
"Peptidases","N0.HOG0004552",0,1,435
"Peptidases","N0.HOG0004553",1,1,385
"Peptidases","N0.HOG0004585",0,1,435
"Peptidases","N0.HOG0004593",0,5,68
"Peptidases","N0.HOG0004598",0,3,131
"Peptidases","N0.HOG0004600",4,3,11
"Peptidases","N0.HOG0004606",18,17,1
"Peptidases","N0.HOG0004610",0,2,676
"Peptidases","N0.HOG0004611",1,0,72
"Peptidases","N0.HOG0004613",2,0,383
"Peptidases","N0.HOG0004620",1,1,385
"Peptidases","N0.HOG0004622",0,1,435
"Peptidases","N0.HOG0004624",0,2,676
"Peptidases","N0.HOG0004632",1,1,385
"Peptidases","N0.HOG0004638",2,0,383
"Peptidases","N0.HOG0004640",0,1,435
"Peptidases","N0.HOG0004642",1,1,385
"Peptidases","N0.HOG0004652",1,1,385
"Peptidases","N0.HOG0004657",0,2,676
"Peptidases","N0.HOG0004660",0,2,676
"Peptidases","N0.HOG0004661",0,2,676
"Peptidases","N0.HOG0004664",2,0,383
"Peptidases","N0.HOG0004666",1,1,385
"Peptidases","N0.HOG0004668",2,2,180
"Peptidases","N0.HOG0004669",2,0,383
"Peptidases","N0.HOG0004671",0,1,435
"Peptidases","N0.HOG0004680",0,6,34
"Peptidases","N0.HOG0004681",1,0,72
"Peptidases","N0.HOG0004685",0,2,676
"Peptidases","N0.HOG0004686",0,3,131
"Peptidases","N0.HOG0004689",0,2,676
"Peptidases","N0.HOG0004701",0,2,676
"Peptidases","N0.HOG0004705",2.5,2,5
"Peptidases","N0.HOG0004707",0,2,676
"Peptidases","N0.HOG0004730",0,2,676
"Peptidases","N0.HOG0004731",1,1,385
"Peptidases","N0.HOG0004735",0,2,676
"Peptidases","N0.HOG0004738",1,1,385
"Peptidases","N0.HOG0004763",0,4,95
"Peptidases","N0.HOG0004764",0,1,435
"Peptidases","N0.HOG0004766",0,1,435
"Peptidases","N0.HOG0004768",1,1,385
"Peptidases","N0.HOG0004769",2,2,180
"Peptidases","N0.HOG0004774",1,1,385
"Peptidases","N0.HOG0004776",0,1,435
"Peptidases","N0.HOG0004779",0,2,676
"Peptidases","N0.HOG0004780",2,0,383
"Peptidases","N0.HOG0004796",3,7.5,1
"Peptidases","N0.HOG0004799",0,1,435
"Peptidases","N0.HOG0004809",0,2,676
"Peptidases","N0.HOG0004814",1,1,385
"Peptidases","N0.HOG0004818",0,1,435
"Peptidases","N0.HOG0004819",0,1,435
"Peptidases","N0.HOG0004829",0,3,131
"Peptidases","N0.HOG0004836",0,7,22
"Peptidases","N0.HOG0004841",0,2,676
"Peptidases","N0.HOG0004851",0,1,435
"Peptidases","N0.HOG0004855",1,1,385
"Peptidases","N0.HOG0004860",0,2,676
"Peptidases","N0.HOG0004861",2,0,383
"Peptidases","N0.HOG0004866",0,2,676
"Peptidases","N0.HOG0004872",0,2,676
"Peptidases","N0.HOG0004886",1,1,385
"Peptidases","N0.HOG0004894",1,1,385
"Peptidases","N0.HOG0004895",1,1,385
"Peptidases","N0.HOG0004898",1,1,385
"Peptidases","N0.HOG0004903",2,2,180
"Peptidases","N0.HOG0004905",1,1,385
"Peptidases","N0.HOG0004907",2,2,180
"Peptidases","N0.HOG0004909",0,1,435
"Peptidases","N0.HOG0004910",0,2,676
"Peptidases","N0.HOG0004911",2,2,180
"Peptidases","N0.HOG0004917",0,2,676
"Peptidases","N0.HOG0004918",2,0,383
"Peptidases","N0.HOG0004922",2.5,0,7
"Peptidases","N0.HOG0004923",1,1,385
"Peptidases","N0.HOG0004926",1,2,81
"Peptidases","N0.HOG0004933",1.5,0,20
"Peptidases","N0.HOG0004935",0,1,435
"Peptidases","N0.HOG0004938",2,2,180
"Peptidases","N0.HOG0004940",0,2,676
"Peptidases","N0.HOG0004942",0,2,676
"Peptidases","N0.HOG0004944",0,4,95
"Peptidases","N0.HOG0004953",2,0,383
"Peptidases","N0.HOG0004956",1,1,385
"Peptidases","N0.HOG0004962",0,2,676
"Peptidases","N0.HOG0004965",0,2,676
"Peptidases","N0.HOG0004967",2,2,180
"Peptidases","N0.HOG0004973",2,0,383
"Peptidases","N0.HOG0004981",3,0,65
"Peptidases","N0.HOG0004983",0,1.5,39
"Peptidases","N0.HOG0004988",0,2,676
"Peptidases","N0.HOG0004993",1,1,385
"Peptidases","N0.HOG0004994",0,1,435
"Peptidases","N0.HOG0005000",1,1,385
"Peptidases","N0.HOG0005005",0,1,435
"Peptidases","N0.HOG0005006",2,0,383
"Peptidases","N0.HOG0005007",1,1,385
"Peptidases","N0.HOG0005010",1,1,385
"Peptidases","N0.HOG0005017",0,1,435
"Peptidases","N0.HOG0005018",0,2,676
"Peptidases","N0.HOG0005023",0,2,676
"Peptidases","N0.HOG0005027",1,1,385
"Peptidases","N0.HOG0005036",2,2,180
"Peptidases","N0.HOG0005038",0,6,34
"Peptidases","N0.HOG0005039",0,1,435
"Peptidases","N0.HOG0005047",1,1,385
"Peptidases","N0.HOG0005054",0,1,435
"Peptidases","N0.HOG0005056",2,2,180
"Peptidases","N0.HOG0005063",0,1,435
"Peptidases","N0.HOG0005066",3.5,3,3
"Peptidases","N0.HOG0005072",0,1,435
"Peptidases","N0.HOG0005076",2,2,180
"Peptidases","N0.HOG0005088",0,6,34
"Peptidases","N0.HOG0005103",0,2,676
"Peptidases","N0.HOG0005116",1,1,385
"Peptidases","N0.HOG0005118",0,1,435
"Peptidases","N0.HOG0005119",0,1,435
"Peptidases","N0.HOG0005126",0,2,676
"Peptidases","N0.HOG0005128",2,0,383
"Peptidases","N0.HOG0005129",0,1,435
"Peptidases","N0.HOG0005130",2,0,383
"Peptidases","N0.HOG0005133",3,2,25
"Peptidases","N0.HOG0005136",0,1,435
"Peptidases","N0.HOG0005137",1,1,385
"Peptidases","N0.HOG0005139",0,1,435
"Peptidases","N0.HOG0005141",2,2,180
"Peptidases","N0.HOG0005142",2,0,383
"Peptidases","N0.HOG0005143",2,0,383
"Peptidases","N0.HOG0005145",1,1,385
"Peptidases","N0.HOG0005152",0,2,676
"Peptidases","N0.HOG0005153",1,1,385
"Peptidases","N0.HOG0005156",0,2,676
"Peptidases","N0.HOG0005167",0,1,435
"Peptidases","N0.HOG0005170",0,1,435
"Peptidases","N0.HOG0005172",0,2,676
"Peptidases","N0.HOG0005182",0,2,676
"Peptidases","N0.HOG0005187",0,2,676
"Peptidases","N0.HOG0005192",2,0,383
"Peptidases","N0.HOG0005200",2,0,383
"Peptidases","N0.HOG0005206",1,1,385
"Peptidases","N0.HOG0005210",1,1,385
"Peptidases","N0.HOG0005213",0,1,435
"Peptidases","N0.HOG0005221",2,3.5,2
"Peptidases","N0.HOG0005222",2,2.5,11
"Peptidases","N0.HOG0005223",0,9,18
"Peptidases","N0.HOG0005225",0,2,676
"Peptidases","N0.HOG0005242",0,1,435
"Peptidases","N0.HOG0005252",0,2,676
"Peptidases","N0.HOG0005259",3,3,26
"Peptidases","N0.HOG0005263",2,0,383
"Peptidases","N0.HOG0005267",5,0,19
"Peptidases","N0.HOG0005268",1,1,385
"Peptidases","N0.HOG0005279",2,1,87
"Peptidases","N0.HOG0005284",1.5,1,27
"Peptidases","N0.HOG0005286",0,1,435
"Peptidases","N0.HOG0005289",2,0,383
"Peptidases","N0.HOG0005291",0,1,435
"Peptidases","N0.HOG0005292",0,1,435
"Peptidases","N0.HOG0005293",1,1,385
"Peptidases","N0.HOG0005297",1,1,385
"Peptidases","N0.HOG0005302",0,2,676
"Peptidases","N0.HOG0005304",0,2,676
"Peptidases","N0.HOG0005309",0,2,676
"Peptidases","N0.HOG0005312",1,1,385
"Peptidases","N0.HOG0005317",0,1,435
"Peptidases","N0.HOG0005318",0,1,435
"Peptidases","N0.HOG0005321",0,4,95
"Peptidases","N0.HOG0005328",0,2,676
"Peptidases","N0.HOG0005330",1.5,2,10
"Peptidases","N0.HOG0005340",0,2,676
"Peptidases","N0.HOG0005344",0,1,435
"Peptidases","N0.HOG0005347",1,1,385
"Peptidases","N0.HOG0005348",0,1,435
"Peptidases","N0.HOG0005352",0,1,435
"Peptidases","N0.HOG0005358",1,1,385
"Peptidases","N0.HOG0005361",1,1,385
"Peptidases","N0.HOG0005366",2,2,180
"Peptidases","N0.HOG0005369",0,2,676
"Peptidases","N0.HOG0005372",1,1,385
"Peptidases","N0.HOG0005373",0,2,676
"Peptidases","N0.HOG0005388",0,1,435
"Peptidases","N0.HOG0005405",2,0,383
"Peptidases","N0.HOG0005418",0,1,435
"Peptidases","N0.HOG0005419",0,2,676
"Peptidases","N0.HOG0005420",1,1,385
"Peptidases","N0.HOG0005425",0,1,435
"Peptidases","N0.HOG0005432",0,2,676
"Peptidases","N0.HOG0005440",8,0,4
"Peptidases","N0.HOG0005441",1,1,385
"Peptidases","N0.HOG0005445",0,2,676
"Peptidases","N0.HOG0005449",0,1,435
"Peptidases","N0.HOG0005464",0,1,435
"Peptidases","N0.HOG0005468",0,3,131
"Peptidases","N0.HOG0005481",0,2,676
"Peptidases","N0.HOG0005488",0,2,676
"Peptidases","N0.HOG0005494",0,1,435
"Peptidases","N0.HOG0005499",1,1,385
"Peptidases","N0.HOG0005509",1,1,385
"Peptidases","N0.HOG0005545",2,0,383
"Peptidases","N0.HOG0005546",1,1,385
"Peptidases","N0.HOG0005549",0,1,435
"Peptidases","N0.HOG0005550",1,1,385
"Peptidases","N0.HOG0005555",0,2,676
"Peptidases","N0.HOG0005556",0,1,435
"Peptidases","N0.HOG0005560",1.5,1,27
"Peptidases","N0.HOG0005564",0,3,131
"Peptidases","N0.HOG0005567",0,2,676
"Peptidases","N0.HOG0005572",0,1,435
"Peptidases","N0.HOG0005578",0,2,676
"Peptidases","N0.HOG0005587",1,1,385
"Peptidases","N0.HOG0005589",3,0,65
"Peptidases","N0.HOG0005591",0,4,95
"Peptidases","N0.HOG0005599",2,1,87
"Peptidases","N0.HOG0005600",0,1,435
"Peptidases","N0.HOG0005606",0,2,676
"Peptidases","N0.HOG0005630",0,1,435
"Peptidases","N0.HOG0005633",5,3,3
"Peptidases","N0.HOG0005644",1,1,385
"Peptidases","N0.HOG0005654",0,4,95
"Peptidases","N0.HOG0005656",1,1,385
"Peptidases","N0.HOG0005672",1,1,385
"Peptidases","N0.HOG0005673",0,1,435
"Peptidases","N0.HOG0005674",0,1.5,39
"Peptidases","N0.HOG0005675",1,1,385
"Peptidases","N0.HOG0005690",0,1,435
"Peptidases","N0.HOG0005692",0,2,676
"Peptidases","N0.HOG0005693",0,2,676
"Peptidases","N0.HOG0005695",0,2,676
"Peptidases","N0.HOG0005700",0,2,676
"Peptidases","N0.HOG0005714",0,1.5,39
"Peptidases","N0.HOG0005716",2,1,87
"Peptidases","N0.HOG0005723",1,0,72
"Peptidases","N0.HOG0005736",0,1,435
"Peptidases","N0.HOG0005739",1,1,385
"Peptidases","N0.HOG0005744",0,1,435
"Peptidases","N0.HOG0005747",1.5,2,10
"Peptidases","N0.HOG0005749",0,2,676
"Peptidases","N0.HOG0005751",0,1,435
"Peptidases","N0.HOG0005752",2,0,383
"Peptidases","N0.HOG0005753",1,1.5,23
"Peptidases","N0.HOG0005757",0,1,435
"Peptidases","N0.HOG0005760",1,1,385
"Peptidases","N0.HOG0005782",2,2,180
"Peptidases","N0.HOG0005790",0,1,435
"Peptidases","N0.HOG0005793",0,2,676
"Peptidases","N0.HOG0005799",0,2,676
"Peptidases","N0.HOG0005801",0,1,435
"Peptidases","N0.HOG0005802",0,1,435
"Peptidases","N0.HOG0005810",4,0,47
"Peptidases","N0.HOG0005828",2,1.5,20
"Peptidases","N0.HOG0005829",0,2,676
"Peptidases","N0.HOG0005835",0,1,435
"Peptidases","N0.HOG0005845",1,1.5,23
"Peptidases","N0.HOG0005861",0,1,435
"Peptidases","N0.HOG0005864",0,1,435
"Peptidases","N0.HOG0005865",0,1,435
"Peptidases","N0.HOG0005877",0,2,676
"Peptidases","N0.HOG0005878",0,1,435
"Peptidases","N0.HOG0005882",0,2,676
"Peptidases","N0.HOG0005886",2,0,383
"Peptidases","N0.HOG0005888",0,1,435
"Peptidases","N0.HOG0005898",2,0,383
"Peptidases","N0.HOG0005908",1,0,72
"Peptidases","N0.HOG0005909",1,2,81
"Peptidases","N0.HOG0005910",1,1,385
"Peptidases","N0.HOG0005920",2,2,180
"Peptidases","N0.HOG0005921",0,2,676
"Peptidases","N0.HOG0005926",2,0,383
"Peptidases","N0.HOG0005928",0,1,435
"Peptidases","N0.HOG0005930",3,3,26
"Peptidases","N0.HOG0005934",2,0,383
"Peptidases","N0.HOG0005935",0,2,676
"Peptidases","N0.HOG0005950",1,1,385
"Peptidases","N0.HOG0005952",0,1,435
"Peptidases","N0.HOG0005953",1,1,385
"Peptidases","N0.HOG0005958",2,0,383
"Peptidases","N0.HOG0005964",0,1,435
"Peptidases","N0.HOG0005965",1,1,385
"Peptidases","N0.HOG0005970",0,1,435
"Peptidases","N0.HOG0005979",0,1,435
"Peptidases","N0.HOG0005980",0,1,435
"Peptidases","N0.HOG0005981",0,2,676
"Peptidases","N0.HOG0005988",0,2,676
"Peptidases","N0.HOG0005991",0,2,676
"Peptidases","N0.HOG0006000",0,1,435
"Peptidases","N0.HOG0006002",0,2,676
"Peptidases","N0.HOG0006014",0,16,2
"Peptidases","N0.HOG0006018",1,1,385
"Peptidases","N0.HOG0006019",2,0,383
"Peptidases","N0.HOG0006022",1,1,385
"Peptidases","N0.HOG0006023",0,2,676
"Peptidases","N0.HOG0006026",1,1,385
"Peptidases","N0.HOG0006030",2,0,383
"Peptidases","N0.HOG0006038",2,0,383
"Peptidases","N0.HOG0006043",2,2,180
"Peptidases","N0.HOG0006049",0,1,435
"Peptidases","N0.HOG0006050",3,0,65
"Peptidases","N0.HOG0006058",0,2,676
"Peptidases","N0.HOG0006065",0,2,676
"Peptidases","N0.HOG0006068",2,2,180
"Peptidases","N0.HOG0006070",1,1,385
"Peptidases","N0.HOG0006071",0,1,435
"Peptidases","N0.HOG0006072",1,1,385
"Peptidases","N0.HOG0006074",2,0,383
"Peptidases","N0.HOG0006078",0,1,435
"Peptidases","N0.HOG0006083",1,1,385
"Peptidases","N0.HOG0006096",2,2,180
"Peptidases","N0.HOG0006100",1,1,385
"Peptidases","N0.HOG0006102",1,1,385
"Peptidases","N0.HOG0006108",1,2,81
"Peptidases","N0.HOG0006111",1,1,385
"Peptidases","N0.HOG0006113",2,0,383
"Peptidases","N0.HOG0006116",0,2,676
"Peptidases","N0.HOG0006126",0,1,435
"Peptidases","N0.HOG0006132",0,2,676
"Peptidases","N0.HOG0006142",1,2,81
"Peptidases","N0.HOG0006145",0,10,8
"Peptidases","N0.HOG0006151",0,2,676
"Peptidases","N0.HOG0006154",2,1,87
"Peptidases","N0.HOG0006166",2,0,383
"Peptidases","N0.HOG0006167",1,1,385
"Peptidases","N0.HOG0006173",2,0,383
"Peptidases","N0.HOG0006178",0,2,676
"Peptidases","N0.HOG0006190",0,1,435
"Peptidases","N0.HOG0006192",1,1,385
"Peptidases","N0.HOG0006195",2,0,383
"Peptidases","N0.HOG0006202",1,1,385
"Peptidases","N0.HOG0006204",2,0,383
"Peptidases","N0.HOG0006205",0,2,676
"Peptidases","N0.HOG0006206",2,0,383
"Peptidases","N0.HOG0006208",0,2,676
"Peptidases","N0.HOG0006216",1,1,385
"Peptidases","N0.HOG0006217",0,2,676
"Peptidases","N0.HOG0006222",1,1,385
"Peptidases","N0.HOG0006223",0,3,131
"Peptidases","N0.HOG0006227",0,1,435
"Peptidases","N0.HOG0006231",4,0,47
"Peptidases","N0.HOG0006234",0,1,435
"Peptidases","N0.HOG0006243",1,1,385
"Peptidases","N0.HOG0006256",0,2,676
"Peptidases","N0.HOG0006257",2,0,383
"Peptidases","N0.HOG0006259",0,2,676
"Peptidases","N0.HOG0006268",0,2,676
"Peptidases","N0.HOG0006281",1,1,385
"Peptidases","N0.HOG0006282",2,0,383
"Peptidases","N0.HOG0006284",0,1.5,39
"Peptidases","N0.HOG0006286",1,1,385
"Peptidases","N0.HOG0006287",1,1,385
"Peptidases","N0.HOG0006296",0,1,435
"Peptidases","N0.HOG0006307",1,0,72
"Peptidases","N0.HOG0006311",1,1,385
"Peptidases","N0.HOG0006327",2,1,87
"Peptidases","N0.HOG0006328",0,1,435
"Peptidases","N0.HOG0006332",0,4,95
"Peptidases","N0.HOG0006336",1,1,385
"Peptidases","N0.HOG0006338",2,0,383
"Peptidases","N0.HOG0006340",1,1,385
"Peptidases","N0.HOG0006347",0,2,676
"Peptidases","N0.HOG0006354",1,1,385
"Peptidases","N0.HOG0006355",0,4,95
"Peptidases","N0.HOG0006361",0,2,676
"Peptidases","N0.HOG0006364",1,1,385
"Peptidases","N0.HOG0006365",0,1,435
"Peptidases","N0.HOG0006374",0,1,435
"Peptidases","N0.HOG0006375",1,1,385
"Peptidases","N0.HOG0006376",8,3,1
"Peptidases","N0.HOG0006381",2,0,383
"Peptidases","N0.HOG0006384",1,1,385
"Peptidases","N0.HOG0006392",2,2,180
"Peptidases","N0.HOG0006395",0,3,131
"Peptidases","N0.HOG0006396",2,1,87
"Peptidases","N0.HOG0006406",3,4,9
"Peptidases","N0.HOG0006409",0,2,676
"Peptidases","N0.HOG0006414",2,0,383
"Peptidases","N0.HOG0006420",0,2,676
"Peptidases","N0.HOG0006422",1,1,385
"Peptidases","N0.HOG0006442",0,1,435
"Peptidases","N0.HOG0006458",0,2,676
"Peptidases","N0.HOG0006461",1,1,385
"Peptidases","N0.HOG0006465",0,2,676
"Peptidases","N0.HOG0006467",0,3,131
"Peptidases","N0.HOG0006470",0,2,676
"Peptidases","N0.HOG0006474",2,23,1
"Peptidases","N0.HOG0006481",0,1,435
"Peptidases","N0.HOG0006491",0,1,435
"Peptidases","N0.HOG0006505",0,1,435
"Peptidases","N0.HOG0006510",2,2,180
"Peptidases","N0.HOG0006513",0,2,676
"Peptidases","N0.HOG0006523",1,1,385
"Peptidases","N0.HOG0006528",0,2,676
"Peptidases","N0.HOG0006532",0,3,131
"Peptidases","N0.HOG0006533",5,0,19
"Peptidases","N0.HOG0006535",0,5,68
"Peptidases","N0.HOG0006539",0,1,435
"Peptidases","N0.HOG0006544",0,1,435
"Peptidases","N0.HOG0006562",0,1,435
"Peptidases","N0.HOG0006571",0,2,676
"Peptidases","N0.HOG0006576",1,2,81
"Peptidases","N0.HOG0006578",1,1,385
"Peptidases","N0.HOG0006580",0,1,435
"Peptidases","N0.HOG0006584",2,0,383
"Peptidases","N0.HOG0006587",1,1,385
"Peptidases","N0.HOG0006592",2,1,87
"Peptidases","N0.HOG0006596",0,1,435
"Peptidases","N0.HOG0006599",0,5,68
"Peptidases","N0.HOG0006605",2,2,180
"Peptidases","N0.HOG0006609",1,1,385
"Peptidases","N0.HOG0006618",2,2,180
"Peptidases","N0.HOG0006620",0,1,435
"Peptidases","N0.HOG0006624",0,1,435
"Peptidases","N0.HOG0006626",1,1,385
"Peptidases","N0.HOG0006632",0,1,435
"Peptidases","N0.HOG0006633",2,0,383
"Peptidases","N0.HOG0006637",2,0,383
"Peptidases","N0.HOG0006647",0,1,435
"Peptidases","N0.HOG0006653",0,1.5,39
"Peptidases","N0.HOG0006656",0,1,435
"Peptidases","N0.HOG0006661",0,1,435
"Peptidases","N0.HOG0006666",1,1,385
"Peptidases","N0.HOG0006667",4,3,11
"Peptidases","N0.HOG0006676",0,2,676
"Peptidases","N0.HOG0006677",0,1,435
"Peptidases","N0.HOG0006686",0,4,95
"Peptidases","N0.HOG0006695",0,3,131
"Peptidases","N0.HOG0006719",0,1,435
"Peptidases","N0.HOG0006721",0,1,435
"Peptidases","N0.HOG0006722",1,1,385
"Peptidases","N0.HOG0006724",2,0,383
"Peptidases","N0.HOG0006738",0,3,131
"Peptidases","N0.HOG0006740",0,1,435
"Peptidases","N0.HOG0006741",2,0,383
"Peptidases","N0.HOG0006748",0,2,676
"Peptidases","N0.HOG0006749",0,1,435
"Peptidases","N0.HOG0006750",3,4,9
"Peptidases","N0.HOG0006752",1,1,385
"Peptidases","N0.HOG0006755",1,1,385
"Peptidases","N0.HOG0006779",0,2,676
"Peptidases","N0.HOG0006785",1,1,385
"Peptidases","N0.HOG0006791",0,2,676
"Peptidases","N0.HOG0006796",0,2,676
"Peptidases","N0.HOG0006797",0,2,676
"Peptidases","N0.HOG0006802",2,1,87
"Peptidases","N0.HOG0006808",1,1,385
"Peptidases","N0.HOG0006812",0,1.5,39
"Peptidases","N0.HOG0006821",1.5,1,27
"Peptidases","N0.HOG0006824",0,2,676
"Peptidases","N0.HOG0006828",2,2,180
"Peptidases","N0.HOG0006840",0,9,18
"Peptidases","N0.HOG0006845",1,0,72
"Peptidases","N0.HOG0006847",2,2,180
"Peptidases","N0.HOG0006856",0,1,435
"Peptidases","N0.HOG0006874",1,1,385
"Peptidases","N0.HOG0006882",1,1,385
"Peptidases","N0.HOG0006883",0,1,435
"Peptidases","N0.HOG0006885",0,1,435
"Peptidases","N0.HOG0006897",0,2,676
"Peptidases","N0.HOG0006903",0,1,435
"Peptidases","N0.HOG0006916",2,0,383
"Peptidases","N0.HOG0006920",0,2,676
"Peptidases","N0.HOG0006931",2,0,383
"Peptidases","N0.HOG0006932",0,2,676
"Peptidases","N0.HOG0006933",2,0,383
"Peptidases","N0.HOG0006939",0,1,435
"Peptidases","N0.HOG0006943",0,2,676
"Peptidases","N0.HOG0006949",0,2,676
"Peptidases","N0.HOG0006953",0,2,676
"Peptidases","N0.HOG0006955",2,0,383
"Peptidases","N0.HOG0006963",0,1,435
"Peptidases","N0.HOG0006980",1,1,385
"Peptidases","N0.HOG0006991",0,4,95
"Peptidases","N0.HOG0007001",0,2,676
"Peptidases","N0.HOG0007014",1,1,385
"Peptidases","N0.HOG0007019",3,3,26
"Peptidases","N0.HOG0007023",0,2,676
"Peptidases","N0.HOG0007026",2,3,21
"Peptidases","N0.HOG0007045",4,0,47
"Peptidases","N0.HOG0007051",3,0,65
"Peptidases","N0.HOG0007056",0,1,435
"Peptidases","N0.HOG0007067",6,9,2
"Peptidases","N0.HOG0007068",0,5,68
"Peptidases","N0.HOG0007084",0,1,435
"Peptidases","N0.HOG0007090",2,0,383
"Peptidases","N0.HOG0007094",5,0,19
"Peptidases","N0.HOG0007100",2,0,383
"Peptidases","N0.HOG0007103",1,1,385
"Peptidases","N0.HOG0007111",1,1.5,23
"Peptidases","N0.HOG0007122",0,1,435
"Peptidases","N0.HOG0007134",1.5,2,10
"Peptidases","N0.HOG0007141",0,2,676
"Peptidases","N0.HOG0007148",3,2,25
"Peptidases","N0.HOG0007152",0,2,676
"Peptidases","N0.HOG0007161",0,2,676
"Peptidases","N0.HOG0007184",1,1,385
"Peptidases","N0.HOG0007195",1,1,385
"Peptidases","N0.HOG0007198",0,1,435
"Peptidases","N0.HOG0007201",4,3,11
"Peptidases","N0.HOG0007202",1,2,81
"Peptidases","N0.HOG0007205",2,0,383
"Peptidases","N0.HOG0007214",2,0,383
"Peptidases","N0.HOG0007217",0,2,676
"Peptidases","N0.HOG0007227",1,1,385
"Peptidases","N0.HOG0007232",0,1,435
"Peptidases","N0.HOG0007245",0,2,676
"Peptidases","N0.HOG0007248",3,3,26
"Peptidases","N0.HOG0007256",0,2,676
"Peptidases","N0.HOG0007262",0,2,676
"Peptidases","N0.HOG0007271",1,1,385
"Peptidases","N0.HOG0007283",3,3,26
"Peptidases","N0.HOG0007286",5,0,19
"Peptidases","N0.HOG0007293",0,1,435
"Peptidases","N0.HOG0007296",0,1,435
"Peptidases","N0.HOG0007297",0,7.5,2
"Peptidases","N0.HOG0007304",1,2,81
"Peptidases","N0.HOG0007332",0,12.5,1
"Peptidases","N0.HOG0007335",0,4,95
"Peptidases","N0.HOG0007349",11,0,6
"Peptidases","N0.HOG0007353",1,0,72
"Peptidases","N0.HOG0007355",0,1,435
"Peptidases","N0.HOG0007368",4,0,47
"Peptidases","N0.HOG0007381",3.5,4,2
"Peptidases","N0.HOG0007386",0,2,676
"Peptidases","N0.HOG0007390",3,2,25
"Peptidases","N0.HOG0007410",7,0,10
"Peptidases","N0.HOG0007420",1,1,385
"Peptidases","N0.HOG0007421",0,2,676
"Peptidases","N0.HOG0007434",2,1.5,20
"Peptidases","N0.HOG0007435",2,0,383
"Peptidases","N0.HOG0007444",2,2,180
"Peptidases","N0.HOG0007446",0,3,131
"Peptidases","N0.HOG0007453",0,4,95
"Peptidases","N0.HOG0007459",0,1,435
"Peptidases","N0.HOG0007466",3.5,0,1
"Peptidases","N0.HOG0007474",0,2,676
"Peptidases","N0.HOG0007488",1,1,385
"Peptidases","N0.HOG0007492",2,5,3
"Peptidases","N0.HOG0007501",1,1,385
"Peptidases","N0.HOG0007508",2,0,383
"Peptidases","N0.HOG0007523",2,0,383
"Peptidases","N0.HOG0007532",0,2,676
"Peptidases","N0.HOG0007533",0,1,435
"Peptidases","N0.HOG0007534",2,1,87
"Peptidases","N0.HOG0007539",0,1,435
"Peptidases","N0.HOG0007540",0,3,131
"Peptidases","N0.HOG0007548",0,2,676
"Peptidases","N0.HOG0007552",2,2,180
"Peptidases","N0.HOG0007558",1,1,385
"Peptidases","N0.HOG0007570",4,0,47
"Peptidases","N0.HOG0007573",0,3,131
"Peptidases","N0.HOG0007587",0,3,131
"Peptidases","N0.HOG0007588",1,1,385
"Peptidases","N0.HOG0007594",2,1,87
"Peptidases","N0.HOG0007599",1,1,385
"Peptidases","N0.HOG0007601",1,1,385
"Peptidases","N0.HOG0007610",2,0,383
"Peptidases","N0.HOG0007612",2,0,383
"Peptidases","N0.HOG0007614",0,2,676
"Peptidases","N0.HOG0007623",2,0,383
"Peptidases","N0.HOG0007624",3,3,26
"Peptidases","N0.HOG0007629",2,0,383
"Peptidases","N0.HOG0007641",0,4,95
"Peptidases","N0.HOG0007644",2,0,383
"Peptidases","N0.HOG0007645",1,0,72
"Peptidases","N0.HOG0007652",0,3,131
"Peptidases","N0.HOG0007657",0,2,676
"Peptidases","N0.HOG0007662",1,1,385
"Peptidases","N0.HOG0007667",2,1,87
"Peptidases","N0.HOG0007669",2,2.5,11
"Peptidases","N0.HOG0007671",2,2,180
"Peptidases","N0.HOG0007679",0,2,676
"Peptidases","N0.HOG0007684",3,2,25
"Peptidases","N0.HOG0007690",0,1,435
"Peptidases","N0.HOG0007691",3,4.5,1
"Peptidases","N0.HOG0007692",0,14,5
